Code_commune,Libelle_de_la_commune,Inscrits_22,Abstentions_22,Exprimes_22,Votes_Extreme_Gauche,Votes_Gauche,Votes_Centre,Votes_Droite,Votes_Extreme_Droite,Top_Extreme_Gauche,Top_Gauche,Top_Centre,Top_Droite,Top_Extreme_Droite,Voix_ART_22,Voix_ROU_22,Voix_MAC_22,Voix_LAS_22,Voix_PEN_22,Voix_ZEM_22,Voix_MEL_22,Voix_HID_22,Voix_JAD_22,Voix_PEC_22,Voix_POU_22,Voix_DUP_22
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33392.0,Sainte-Croix-du-Mont,615,111,496,13,133,113,64,173,0,0,0,0,1,4,12,113,38,115,49,93,6,22,26,9,9
33397.0,Sainte-Eulalie,3570,760,2762,40,890,683,221,928,0,0,0,0,1,14,83,683,123,694,184,613,65,129,98,26,50
33397.0,Sainte-Eulalie,3570,760,2762,40,890,683,221,928,0,0,0,0,1,14,83,683,123,694,184,613,65,129,98,26,50
33397.0,Sainte-Eulalie,3570,760,2762,40,890,683,221,928,0,0,0,0,1,14,83,683,123,694,184,613,65,129,98,26,50
33397.0,Sainte-Eulalie,3570,760,2762,40,890,683,221,928,0,0,0,0,1,14,83,683,123,694,184,613,65,129,98,26,50
33397.0,Sainte-Eulalie,3570,760,2762,40,890,683,221,928,0,0,0,0,1,14,83,683,123,694,184,613,65,129,98,26,50
33401.0,Sainte-Florence,118,27,88,0,14,21,17,36,0,0,0,0,1,0,1,21,11,28,6,7,4,2,6,0,2
33402.0,Sainte-Foy-la-Grande,1323,394,916,13,299,200,80,324,0,0,0,0,1,2,21,200,45,206,100,225,31,22,35,11,18
33403.0,Sainte-Foy-la-Longue,87,16,71,0,17,17,16,21,0,0,0,0,1,0,4,17,9,13,8,10,2,1,7,0,0
33404.0,Sainte-Gemme,191,35,154,2,37,46,15,54,0,0,0,0,1,2,6,46,11,42,11,30,1,0,4,0,1
33404.0,Sainte-Gemme,191,35,154,2,37,46,15,54,0,0,0,0,1,2,6,46,11,42,11,30,1,0,4,0,1
33404.0,Sainte-Gemme,191,35,154,2,37,46,15,54,0,0,0,0,1,2,6,46,11,42,11,30,1,0,4,0,1
33404.0,Sainte-Gemme,191,35,154,2,37,46,15,54,0,0,0,0,1,2,6,46,11,42,11,30,1,0,4,0,1
33404.0,Sainte-Gemme,191,35,154,2,37,46,15,54,0,0,0,0,1,2,6,46,11,42,11,30,1,0,4,0,1
33404.0,Sainte-Gemme,191,35,154,2,37,46,15,54,0,0,0,0,1,2,6,46,11,42,11,30,1,0,4,0,1
33404.0,Sainte-Gemme,191,35,154,2,37,46,15,54,0,0,0,0,1,2,6,46,11,42,11,30,1,0,4,0,1
33417.0,Sainte-Hélène,2276,356,1867,31,465,418,179,774,0,0,0,0,1,11,53,418,126,604,132,315,34,63,53,20,38
33417.0,Sainte-Hélène,2276,356,1867,31,465,418,179,774,0,0,0,0,1,11,53,418,126,604,132,315,34,63,53,20,38
33417.0,Sainte-Hélène,2276,356,1867,31,465,418,179,774,0,0,0,0,1,11,53,418,126,604,132,315,34,63,53,20,38
33417.0,Sainte-Hélène,2276,356,1867,31,465,418,179,774,0,0,0,0,1,11,53,418,126,604,132,315,34,63,53,20,38
33417.0,Sainte-Hélène,2276,356,1867,31,465,418,179,774,0,0,0,0,1,11,53,418,126,604,132,315,34,63,53,20,38
33468.0,Sainte-Radegonde,337,75,258,2,54,50,32,120,0,0,0,0,1,1,3,50,21,98,17,40,3,8,11,1,5
33468.0,Sainte-Radegonde,337,75,258,2,54,50,32,120,0,0,0,0,1,1,3,50,21,98,17,40,3,8,11,1,5
33468.0,Sainte-Radegonde,337,75,258,2,54,50,32,120,0,0,0,0,1,1,3,50,21,98,17,40,3,8,11,1,5
33468.0,Sainte-Radegonde,337,75,258,2,54,50,32,120,0,0,0,0,1,1,3,50,21,98,17,40,3,8,11,1,5
33468.0,Sainte-Radegonde,337,75,258,2,54,50,32,120,0,0,0,0,1,1,3,50,21,98,17,40,3,8,11,1,5
33468.0,Sainte-Radegonde,337,75,258,2,54,50,32,120,0,0,0,0,1,1,3,50,21,98,17,40,3,8,11,1,5
33468.0,Sainte-Radegonde,337,75,258,2,54,50,32,120,0,0,0,0,1,1,3,50,21,98,17,40,3,8,11,1,5
33485.0,Sainte-Terre,1328,236,1069,10,251,290,85,433,0,0,0,0,1,5,25,290,45,342,74,172,21,33,40,5,17
33494.0,Salaunes,830,121,697,15,169,213,50,250,0,0,0,0,1,5,14,213,36,192,43,121,18,16,14,10,15
,Salleboeuf,2019,306,1686,21,477,511,137,540,0,0,0,0,1,5,32,511,66,392,109,346,33,66,71,16,39
33498.0,Salles,5939,983,4839,68,1335,1205,443,1788,0,0,0,0,1,27,140,1205,292,1326,360,861,108,226,151,41,102
33498.0,Salles,5939,983,4839,68,1335,1205,443,1788,0,0,0,0,1,27,140,1205,292,1326,360,861,108,226,151,41,102
33498.0,Salles,5939,983,4839,68,1335,1205,443,1788,0,0,0,0,1,27,140,1205,292,1326,360,861,108,226,151,41,102
33498.0,Salles,5939,983,4839,68,1335,1205,443,1788,0,0,0,0,1,27,140,1205,292,1326,360,861,108,226,151,41,102
33498.0,Salles,5939,983,4839,68,1335,1205,443,1788,0,0,0,0,1,27,140,1205,292,1326,360,861,108,226,151,41,102
33500.0,Samonac,332,59,261,3,81,49,29,99,0,0,0,0,1,1,6,49,22,84,9,63,6,6,7,2,6
33501.0,Saucats,2557,433,2075,30,587,625,186,647,0,0,0,0,1,12,49,625,109,486,124,361,34,143,77,18,37
33502.0,Saugon,364,99,261,3,54,50,19,135,0,0,0,0,1,3,5,50,11,110,15,40,3,6,8,0,10
33503.0,Saumos,414,71,337,7,74,99,44,113,0,0,0,0,1,2,5,99,25,89,18,48,7,14,19,5,6
33504.0,Sauternes,577,100,466,9,125,114,60,158,0,0,0,0,1,3,11,114,29,131,18,92,8,14,31,6,9
33506.0,Sauveterre-de-Guyenne,1462,355,1091,18,285,253,139,396,0,0,0,0,1,6,30,253,77,312,64,186,39,30,62,12,20
33507.0,Sauviac,294,48,244,3,83,57,17,84,0,0,0,0,1,0,4,57,10,64,14,70,6,3,7,3,6
33507.0,Sauviac,294,48,244,3,83,57,17,84,0,0,0,0,1,0,4,57,10,64,14,70,6,3,7,3,6
33508.0,Savignac,485,76,404,9,119,76,55,145,0,0,0,0,1,2,10,76,44,118,21,85,9,15,11,7,6
33508.0,Savignac,485,76,404,9,119,76,55,145,0,0,0,0,1,2,10,76,44,118,21,85,9,15,11,7,6
33509.0,Savignac-de-l'Isle,420,51,360,7,90,83,36,144,0,0,0,0,1,3,10,83,13,115,27,56,8,16,23,4,2
33510.0,Semens,155,23,130,1,41,27,13,48,0,0,0,0,1,0,5,27,10,37,10,25,2,9,3,1,1
33511.0,Sendets,265,25,235,5,56,39,31,104,0,0,0,0,1,3,7,39,25,78,22,37,6,6,6,2,4
33511.0,Sendets,265,25,235,5,56,39,31,104,0,0,0,0,1,3,7,39,25,78,22,37,6,6,6,2,4
33512.0,Sigalens,300,71,225,5,81,36,18,85,0,0,0,0,1,3,10,36,11,69,10,57,5,9,7,2,6
33513.0,Sillas,79,11,68,1,17,15,19,16,0,0,0,1,0,1,4,15,15,13,1,9,3,1,4,0,2
33514.0,Soulac-sur-Mer,2623,635,1953,26,427,588,224,688,0,0,0,0,1,6,55,588,122,494,162,270,27,75,102,20,32
33515.0,Soulignac,345,59,283,5,71,61,33,113,0,0,0,0,1,3,5,61,26,94,16,49,9,8,7,2,3
33516.0,Soussac,134,33,100,0,17,28,5,50,0,0,0,0,1,0,1,28,2,42,5,13,2,1,3,0,3
33517.0,Soussans,1236,235,980,13,243,203,65,456,0,0,0,0,1,3,27,203,37,383,63,180,14,22,28,10,10
33518.0,Tabanac,881,130,741,14,258,189,82,198,0,1,0,0,0,4,12,189,49,133,54,210,6,30,33,10,11
33520.0,Taillecavat,211,39,167,0,36,17,21,93,0,0,0,0,1,0,7,17,18,80,11,26,2,1,3,0,2
33521.0,Talais,636,157,470,6,85,97,49,233,0,0,0,0,1,0,11,97,32,186,39,64,3,7,17,6,8
33522.0,Talence,25033,5727,18967,248,8492,5693,1333,3201,0,1,0,0,0,71,422,5693,552,1884,1043,5891,527,1652,781,177,274
33523.0,Targon,1414,274,1123,18,284,273,105,443,0,0,0,0,1,7,26,273,63,365,59,207,14,37,42,11,19
33524.0,Tarnès,229,34,190,3,50,53,16,68,0,0,0,0,1,0,3,53,14,50,15,31,10,6,2,3,3
33525.0,Tauriac,1055,204,839,10,215,206,58,350,0,0,0,0,1,5,26,206,40,278,60,164,11,14,18,5,12
33525.0,Tauriac,1055,204,839,10,215,206,58,350,0,0,0,0,1,5,26,206,40,278,60,164,11,14,18,5,12
33525.0,Tauriac,1055,204,839,10,215,206,58,350,0,0,0,0,1,5,26,206,40,278,60,164,11,14,18,5,12
33526.0,Tayac,122,21,97,1,21,25,11,39,0,0,0,0,1,1,3,25,6,31,6,10,3,5,5,0,2
33530.0,Teuillac,669,135,523,9,110,113,37,254,0,0,0,0,1,3,13,113,16,198,41,82,5,10,21,6,15
33531.0,Tizac-de-Curton,251,33,215,1,63,47,19,85,0,0,0,0,1,0,11,47,16,59,20,34,2,16,3,1,6
33532.0,Tizac-de-Lapouyade,381,72,301,7,74,75,35,110,0,0,0,0,1,2,5,75,23,80,20,54,5,10,12,5,10
33533.0,Toulenne,1836,388,1415,22,469,300,144,480,0,0,0,0,1,11,41,300,83,379,81,350,39,39,61,11,20
33535.0,Tresses,3890,665,3150,42,1089,898,291,830,0,1,0,0,0,14,90,898,144,605,175,719,107,173,147,28,50
33537.0,Uzeste,374,55,316,2,140,69,25,80,0,1,0,0,0,2,6,69,18,59,17,124,1,9,7,0,4
33380.0,Val-de-Livenne,1388,357,1000,10,155,179,128,528,0,0,0,0,1,5,17,179,80,446,65,117,11,10,48,5,17
,Val-de-Virvée,2584,465,2081,40,607,453,154,827,0,0,0,0,1,14,53,453,90,641,131,416,54,84,64,26,55
33538.0,Valeyrac,395,70,319,5,58,58,29,169,0,0,0,0,1,3,6,58,19,123,32,45,4,3,10,2,14
33539.0,Vayres,2848,483,2324,29,663,600,211,821,0,0,0,0,1,10,64,600,116,609,162,462,32,105,95,19,50
33539.0,Vayres,2848,483,2324,29,663,600,211,821,0,0,0,0,1,10,64,600,116,609,162,462,32,105,95,19,50
33540.0,Vendays-Montalivet,2443,577,1835,27,443,463,179,723,0,0,0,0,1,8,43,463,113,510,172,310,24,66,66,19,41
33541.0,Vensac,915,158,746,10,165,161,59,351,0,0,0,0,1,2,18,161,39,263,77,106,16,25,20,8,11
33543.0,Verdelais,704,159,534,11,173,120,58,172,0,1,0,0,0,7,9,120,34,125,33,134,5,25,24,4,14
33545.0,Vertheuil,929,185,730,11,136,144,65,374,0,0,0,0,1,5,16,144,31,307,50,98,6,16,34,6,17
33546.0,Vignonet,344,58,277,5,73,79,26,94,0,0,0,0,1,4,4,79,14,71,20,60,3,6,12,1,3
33547.0,Villandraut,852,143,695,22,241,137,65,230,0,1,0,0,0,10,25,137,36,159,57,168,22,26,29,12,14
33548.0,Villegouge,966,145,810,8,219,186,59,338,0,0,0,0,1,3,15,186,40,254,68,163,11,30,19,5,16
33550.0,Villenave-d'Ornon,25400,5762,19203,282,7246,5414,1341,4920,0,1,0,0,0,79,604,5414,751,3532,1075,5075,485,1082,590,203,313
33549.0,Villenave-de-Rions,263,30,226,3,66,55,33,69,0,0,0,0,1,3,6,55,24,48,20,52,2,6,9,0,1
33551.0,Villeneuve,346,67,271,7,69,53,18,124,0,0,0,0,1,4,9,53,14,112,6,51,6,3,4,3,6
33551.0,Villeneuve,346,67,271,7,69,53,18,124,0,0,0,0,1,4,9,53,14,112,6,51,6,3,4,3,6
33551.0,Villeneuve,346,67,271,7,69,53,18,124,0,0,0,0,1,4,9,53,14,112,6,51,6,3,4,3,6
33551.0,Villeneuve,346,67,271,7,69,53,18,124,0,0,0,0,1,4,9,53,14,112,6,51,6,3,4,3,6
33551.0,Villeneuve,346,67,271,7,69,53,18,124,0,0,0,0,1,4,9,53,14,112,6,51,6,3,4,3,6
33551.0,Villeneuve,346,67,271,7,69,53,18,124,0,0,0,0,1,4,9,53,14,112,6,51,6,3,4,3,6
33552.0,Virelade,819,146,656,9,200,155,73,219,0,0,0,0,1,4,14,155,54,169,33,149,17,20,19,5,17
33553.0,Virsac,811,149,648,5,171,118,45,309,0,0,0,0,1,2,10,118,27,246,43,134,10,17,18,3,20
33542.0,Vérac,586,93,473,12,120,94,30,217,0,0,0,0,1,5,10,94,23,182,26,86,6,18,7,7,9
33554.0,Yvrac,2058,381,1645,23,423,542,154,503,0,0,1,0,0,8,37,542,70,371,100,293,28,65,84,15,32
